Submission_Id,prob_id,Problem Name,User_Rating,User_Name,Tags,Problem_Rating,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
148003264,5118,230BT-primes,579.0,isayakmondal,"['binary search', 'implementation', 'math', 'number theory']",1300.0,,,,,
148003262,5119,1015APoints in Segments,967.0,sprixs,['implementation'],800.0,,,,,
148003261,5120,268AGames,781.0,lukestorm19,['brute force'],800.0,,,,,
148003260,5121,1452ARobot Program,1411.0,IPRIT,['math'],800.0,,,,,
148003259,5122,1214GFeeling Good,,_Railgum,"['bitmasks', 'data structures']",3200.0,,,,,
148003257,5123,706DVasiliy's Multiset,,vjudge4,"['binary search', 'bitmasks', 'data structures', 'trees']",1800.0,,,,,
148003256,5124,1172ANauuo and Cards,,vjudge3,"['greedy', 'implementation']",1800.0,,,,,
148003255,5125,1512GShort Task,2131.0,jk-jung,"['brute force', 'dp', 'math', 'number theory']",1700.0,,,,,
148003253,5126,1294ACollecting Coins,,Maksudul_Hoque,['math'],800.0,,,,,
148003252,5127,1641AGreat Sequence,,obadaa.masri,"['brute force', 'greedy', 'sortings']",,,,,,
148003250,5128,118AString Task,,supratik99,"['implementation', 'strings']",1000.0,,,,,
148003249,5129,1365BTrouble Sort,1016.0,castlercodes,"['constructive algorithms', 'implementation']",1300.0,,,,,
148003247,5130,4AWatermelon,,Alok.Sinh,"['brute force', 'math']",800.0,,,,,
148003246,5131,1368CEven Picture,1458.0,INVINCIBLE_1,['constructive algorithms'],1500.0,,,,,
148003245,5132,1452ARobot Program,1411.0,IPRIT,['math'],800.0,,,,,
148003244,5133,1311AAdd Odd or Subtract Even,,_127_,"['greedy', 'implementation', 'math']",800.0,,,,,
148003243,5134,1642AHard Way,1159.0,1371597521,['geometry'],,,,,,
148003240,5135,1556CCompressed Bracket Sequence,1193.0,cf_rk,"['brute force', 'implementation']",1800.0,,,,,
148003239,5136,56ABar,,AsteroidX,['implementation'],1000.0,,,,,
148003238,5137,1642FTwo Arrays,,anuj_1234,"['binary search', 'bitmasks', 'two pointers']",,,,,,
148003237,5138,466CNumber of Ways,1119.0,Shahajalal22,"['binary search', 'brute force', 'data structures', 'dp', 'two pointers']",1700.0,,,,,
148003233,5139,546ASoldier and Bananas,,Aryann65,"['brute force', 'implementation', 'math']",800.0,,,,,
148003231,5140,1102AInteger Sequence Dividing,,bkifhr6,['math'],800.0,,,,,
148003228,5141,112APetya and Strings,,AlexG13,"['implementation', 'strings']",800.0,,,,,
148003227,5142,1517ASum of 2050,662.0,sounak999,"['greedy', 'math']",800.0,,,,,
148003226,5143,1642CGreat Sequence,825.0,grau1k7_,"['greedy', 'sortings']",,,,,,
148003225,5144,248ACupboards,,ayushlodha123,['implementation'],800.0,,,,,
148003224,5145,1625CRoad Optimization,1446.0,eshan18.09,['dp'],1700.0,,,,,
148003222,5146,472ADesign Tutorial: Learn from Math,576.0,thanh_hoan,"['math', 'number theory']",800.0,,,,,
148003221,5147,617AElephant,,Polinka27,['math'],800.0,,,,,
148003220,5148,1635CDifferential Sorting,1596.0,leecat2001a,"['constructive algorithms', 'greedy']",1200.0,,,,,
148003219,5149,1627ENot Escaping,1222.0,Prabhu_AGS,"['data structures', 'dp', 'implementation', 'shortest paths', 'two pointers']",2200.0,,,,,
148003217,5150,580AKefa and First Steps,933.0,berryvaibhav3,"['brute force', 'dp', 'implementation']",900.0,,,,,
148003215,5151,263ABeautiful Matrix,638.0,shakeer_04,['implementation'],800.0,,,,,
148003214,5152,1552GA Serious Referee,543.0,Alpha_shr_,"['bitmasks', 'brute force', 'dfs and similar', 'sortings']",3000.0,,,,,
148003212,5153,1285CFadi and LCM,1251.0,pavan4517patel,"['brute force', 'math', 'number theory']",1400.0,,,,,
148003211,5154,1313BDifferent Rules,1404.0,SageMode7,"['constructive algorithms', 'greedy', 'implementation', 'math']",1700.0,,,,,
148003210,5155,1463ADungeon,1060.0,aryans1319,"['binary search', 'math']",1100.0,,,,,
148003209,5156,1303AErasing Zeroes,922.0,Rohan27s,"['implementation', 'strings']",800.0,,,,,
148003208,5157,1633DMake Them Equal,1356.0,ZebronicRunner,"['dp', 'greedy']",1600.0,,,,,
148003207,5158,1557BMoamen and k-subarrays,935.0,sourav_14916,"['greedy', 'sortings']",1100.0,,,,,
148003206,5159,1633CKill the Monster,1420.0,afabgamer,"['brute force', 'math']",1100.0,,,,,
148003205,5160,1620DExact Change,1719.0,dirolll,"['brute force', 'constructive algorithms', 'greedy']",2000.0,,,,,
148003204,5161,1638AReverse,1331.0,the_conqueror_,"['constructive algorithms', 'greedy', 'math']",800.0,,,,,
148003203,5162,989CA Mist of Florescence,1468.0,Joseph1314,"['constructive algorithms', 'graphs']",1800.0,,,,,
148003202,5163,1592AGamer Hemose,,Marco_Lau,"['binary search', 'greedy', 'math', 'sortings']",800.0,,,,,
148003201,5164,1294ACollecting Coins,,Maksudul_Hoque,['math'],800.0,,,,,
148003200,5165,451AGame With Sticks,956.0,SatvikSingh,['implementation'],900.0,,,,,
148003199,5166,1339AFilling Diamonds,919.0,__DEATHSTROKE__,"['brute force', 'dp', 'implementation', 'math']",900.0,,,,,
148003197,5167,1638AReverse,,Savva228,"['constructive algorithms', 'greedy', 'math']",800.0,,,,,
148003196,5168,1638BOdd Swap Sort,1799.0,Fill_in,"['data structures', 'math', 'sortings']",1100.0,,,,,
148003195,5169,577BModulo Sum,1363.0,__Killua,"['combinatorics', 'data structures', 'dp', 'two pointers']",1900.0,,,,,
148003193,5170,1476AK-divisible Sum,819.0,sahithi_dommata,"['binary search', 'constructive algorithms', 'greedy', 'math']",1000.0,,,,,
148003191,5171,1499BBinary Removals,1515.0,INMAK,"['brute force', 'dp', 'greedy', 'implementation']",1000.0,,,,,
148003189,5172,71AWay Too Long Words,,raikommhh,['strings'],800.0,,,,,
148003188,5173,488AGiga Tower,830.0,Idris_Kamoliddinov,['brute force'],1100.0,,,,,
148003187,5174,1494BBerland Crossword,1360.0,enif,"['bitmasks', 'brute force', 'greedy', 'implementation']",1400.0,,,,,
148003186,5175,977AWrong Subtraction,,csoham,['implementation'],800.0,,,,,
148003185,5176,1634AReverse and Concatenate,910.0,cdmsm17,"['greedy', 'strings']",800.0,,,,,
148003184,5177,1234DDistinct Characters Queries,1249.0,Nitesh_Tyagi,['data structures'],1600.0,,,,,
148003183,5178,236ABoy or Girl,380.0,Lansulot,"['brute force', 'implementation', 'strings']",800.0,,,,,
148003182,5179,1557EAssiut Chess,1473.0,shangcheng,"['brute force', 'constructive algorithms', 'interactive']",2800.0,,,,,
148003181,5180,230BT-primes,,vjudge3,"['binary search', 'implementation', 'math', 'number theory']",1300.0,,,,,
148003180,5181,1294EObtain a Permutation,1275.0,yuexia,"['greedy', 'implementation', 'math']",1900.0,,,,,
148003177,5182,1326D2Prefix-Suffix Palindrome (Hard version),1363.0,ILHOM_45,"['binary search', 'greedy', 'hashing', 'string suffix structures', 'strings']",1800.0,,,,,
148003176,5183,1604CDi-visible Confusion,,Ard34002,"['brute force', 'greedy', 'math', 'number theory']",1300.0,,,,,
148003175,5184,1427AAvoiding Zero,1093.0,Ivan_Filippov,"['math', 'sortings']",900.0,,,,,
148003174,5185,1644DCross Coloring,1250.0,rohanjauhari,"['data structures', 'implementation', 'math']",,,,,,
148003173,5186,1362AJohnny and Ancient Computer,363.0,ankur9468,['implementation'],1000.0,,,,,
148003172,5187,1594CMake Them Equal,1065.0,ravi_8922,"['brute force', 'greedy', 'math', 'strings']",1200.0,,,,,
148003171,5188,610APasha and Stick,,bajrang7,"['combinatorics', 'math']",1000.0,,,,,
148003170,5189,791ABear and Big Brother,,koviroli,['implementation'],800.0,,,,,
148003169,5190,1593D2Half of Same,1181.0,NuclearWinter,"['brute force', 'math', 'number theory']",1900.0,,,,,
148003168,5191,285CBuilding Permutation,1086.0,_G.ONE_,"['greedy', 'implementation', 'sortings']",1200.0,,,,,
148003166,5192,1054CCandies Distribution,1089.0,Zizis,"['constructive algorithms', 'implementation']",1500.0,,,,,
148003165,5193,1452ARobot Program,1411.0,IPRIT,['math'],800.0,,,,,
148003163,5194,1200ECompress Words,1180.0,Rouze,"['brute force', 'hashing', 'implementation', 'string suffix structures', 'strings']",2000.0,,,,,
148003161,5195,1520F1Guess the K-th Zero (Easy version),894.0,nikhil...,"['binary search', 'interactive']",1600.0,,,,,
148003160,5196,617AElephant,,Polinka27,['math'],800.0,,,,,
148003159,5197,230BT-primes,579.0,isayakmondal,"['binary search', 'implementation', 'math', 'number theory']",1300.0,,,,,
148003158,5198,1354AAlarm Clock,1409.0,aayush_chhabra,['math'],900.0,,,,,
148003157,5199,1372COmkar and Baseball,1621.0,ArthurSattah,"['constructive algorithms', 'math']",1500.0,,,,,
148003155,5200,1625CRoad Optimization,1413.0,robell,['dp'],1700.0,,,,,
148003154,5201,276CLittle Girl and Maximum Sum,,zshssf01,"['data structures', 'greedy', 'implementation', 'sortings']",1500.0,,,,,
148003153,5202,1642CGreat Sequence,,Voldanys,"['greedy', 'sortings']",,,,,,
148003152,5203,1592BHemose Shopping,,Olasiliksizci,"['constructive algorithms', 'dsu', 'math', 'sortings']",1200.0,,,,,
148003150,5204,35AShell Game,570.0,Shahidul_islam_shanto,['implementation'],1000.0,,,,,
148003149,5205,1637DYet Another Minimization Problem,1997.0,hankeke,"['dp', 'greedy', 'math']",1800.0,,,,,
148003148,5206,660CHard Process,1332.0,HP_BenLadeN,"['binary search', 'dp', 'two pointers']",1600.0,,,,,
148003147,5207,1638BOdd Swap Sort,371.0,rohit_abhi,"['data structures', 'math', 'sortings']",1100.0,,,,,
148003146,5208,819BMister B and PR Shifts,1620.0,fakermm,"['data structures', 'implementation', 'math']",1900.0,,,,,
148003144,5209,1054CCandies Distribution,1055.0,Amineh05,"['constructive algorithms', 'implementation']",1500.0,,,,,
148003143,5210,1613ALong Comparison,1158.0,iAmShipul,"['implementation', 'math']",900.0,,,,,
148003141,5211,1311FMoving Points,,william20020113,"['data structures', 'divide and conquer', 'implementation', 'sortings']",1900.0,,,,,
148003140,5212,739EGosha is hunting,1267.0,Xu_Hongxi,"['brute force', 'data structures', 'dp', 'flows', 'math', 'probabilities', 'sortings']",3000.0,,,,,
148003139,5213,1642AHard Way,750.0,konami33,['geometry'],,,,,,
148003138,5214,1463ADungeon,1467.0,the_unseen,"['binary search', 'math']",1100.0,,,,,
148003137,5215,114DPetr#,896.0,sabyr,"['data structures', 'hashing', 'string suffix structures', 'strings']",2000.0,,,,,
148003135,5216,1557EAssiut Chess,1473.0,shangcheng,"['brute force', 'constructive algorithms', 'interactive']",2800.0,,,,,
148003136,5217,272ADima and Friends,,KirtiPahwa,"['implementation', 'math']",1000.0,,,,,
148003134,5218,158ANext Round,,anup1501,"['*special', 'implementation']",800.0,,,,,
148003132,5219,1372BOmkar and Last Class of Math,948.0,someone_lunatic_lyk_hell,"['greedy', 'math', 'number theory']",1300.0,,,,,
148003131,5220,335BPalindrome,1464.0,ze_kun,"['constructive algorithms', 'dp']",1900.0,,,,,
148003130,5221,1508BAlmost Sorted,1614.0,joe_t78,"['binary search', 'combinatorics', 'constructive algorithms', 'implementation']",1800.0,,,,,
148003129,5222,1486C1Guessing the Greatest (easy version),1422.0,lakshya21,"['binary search', 'interactive']",1600.0,,,,,
148003128,5223,1555BTwo Tables,1001.0,Mayankesh,['brute force'],1300.0,,,,,
148003127,5224,231ATeam,,IanRyan,"['brute force', 'greedy']",800.0,,,,,
148003126,5225,1311CPerform the Combo,1642.0,xietianyi2.0,['brute force'],1300.0,,,,,
148003124,5226,888CK-Dominant Character,947.0,yashil99,"['binary search', 'implementation', 'two pointers']",1400.0,,,,,
148003123,5227,630NForecast,1356.0,amaruu,['math'],1300.0,,,,,
148003122,5228,1497C1k-LCM (easy version),1163.0,yadhukrishna125,"['constructive algorithms', 'math']",1200.0,,,,,
148003121,5229,355AVasya and Digital Root,1045.0,nritt_ik,"['constructive algorithms', 'implementation']",1100.0,,,,,
148003120,5230,230BT-primes,,bkifhr6,"['binary search', 'implementation', 'math', 'number theory']",1300.0,,,,,
148003118,5231,978GPetya's Exams,1268.0,huixiaoge,"['greedy', 'implementation', 'sortings']",1700.0,,,,,
148003116,5232,1644ADoors and Keys,1491.0,Rodionno,['implementation'],,,,,,
148003115,5233,977AWrong Subtraction,375.0,Anupkpp79,['implementation'],800.0,,,,,
148003114,5234,1552GA Serious Referee,,bkifhr9,"['bitmasks', 'brute force', 'dfs and similar', 'sortings']",3000.0,,,,,
148003113,5235,1452ARobot Program,1411.0,IPRIT,['math'],800.0,,,,,
148003112,5236,365AGood Number,,Ebraheem_Ahmed,['implementation'],1100.0,,,,,
148003111,5237,515ADrazil and Date,985.0,LetsTryOneMoreTime,['math'],1000.0,,,,,
148003110,5238,276CLittle Girl and Maximum Sum,1376.0,wangxiwen,"['data structures', 'greedy', 'implementation', 'sortings']",1500.0,,,,,
148003108,5239,739EGosha is hunting,1267.0,Xu_Hongxi,"['brute force', 'data structures', 'dp', 'flows', 'math', 'probabilities', 'sortings']",3000.0,,,,,
148003107,5240,580CKefa and Park,1253.0,__Nishith__,"['dfs and similar', 'graphs', 'trees']",1500.0,,,,,
148003106,5241,69AYoung Physicist,773.0,kt_shashi,"['implementation', 'math']",1000.0,,,,,
148003105,5242,1622BBerland Music,827.0,StonedSloth,"['data structures', 'greedy', 'math', 'sortings']",1000.0,,,,,
148003104,5243,5CLongest Regular Bracket Sequence,1096.0,HHARSHH,"['constructive algorithms', 'data structures', 'dp', 'greedy', 'sortings', 'strings']",1900.0,,,,,
148003103,5244,1454FArray Partition,1302.0,NiwhsA,"['binary search', 'data structures', 'greedy', 'two pointers']",2100.0,,,,,
148003102,5245,1277DLet's Play the Words?,1472.0,Murphy-Orangemud,"['data structures', 'hashing', 'implementation', 'math']",1900.0,,,,,
148003101,5246,143BHelp Kingdom of Far Far Away 2,620.0,Rutwik_25,"['implementation', 'strings']",1200.0,,,,,
148003100,5247,109ALucky Sum of Digits,1427.0,shresth_jain,"['brute force', 'implementation']",1000.0,,,,,
148003099,5248,1552GA Serious Referee,1181.0,ahy233,"['bitmasks', 'brute force', 'dfs and similar', 'sortings']",3000.0,,,,,
148003097,5249,1452ARobot Program,1411.0,IPRIT,['math'],800.0,,,,,
148003096,5250,630NForecast,1356.0,amaruu,['math'],1300.0,,,,,
148003094,5251,566DRestructuring Company,,songqian,"['data structures', 'dsu']",1900.0,,,,,
148003095,5252,1642BPower Walking,998.0,getxy,['greedy'],,,,,,
148003093,5253,1486AShifting Stacks,844.0,lakshay7,"['greedy', 'implementation']",900.0,,,,,
148003092,5254,1110BTape,662.0,UttamS,"['greedy', 'sortings']",1400.0,,,,,
148003090,5255,1627CNot Assigning,1487.0,swapnilvc,"['constructive algorithms', 'dfs and similar', 'number theory', 'trees']",1400.0,,,,,
148003089,5256,1359ABerland Poker,1278.0,Nulliqplayer,"['brute force', 'greedy', 'math']",1000.0,,,,,
148003087,5257,1642DRepetitions Decoding,,yungchi,"['constructive algorithms', 'sortings']",,,,,,
148003086,5258,344AMagnets,,sonal11,['implementation'],800.0,,,,,
148003085,5259,124AThe number of positions,,sw2022,['math'],1000.0,,,,,
148003082,5260,977FConsecutive Subsequence,1069.0,ShivamPandey,['dp'],1700.0,,,,,
148003080,5261,1201BZero Array,1171.0,ElectroMaster3,"['greedy', 'math']",1500.0,,,,,
148003079,5262,1633BMinority,775.0,Knight_SCH,['greedy'],800.0,,,,,
148003078,5263,1592AGamer Hemose,,Marco_Lau,"['binary search', 'greedy', 'math', 'sortings']",800.0,,,,,
148003077,5264,1452ARobot Program,,kumar_333,['math'],800.0,,,,,
148003075,5265,1328DCarousel,,luogu_bot5,"['constructive algorithms', 'dp', 'graphs', 'greedy', 'math']",1800.0,,,,,
148003074,5266,550CDivisibility by Eight,1117.0,Varnika_hotwani,"['brute force', 'dp', 'math']",1500.0,,,,,
148003073,5267,1642AHard Way,1022.0,Tahmid406,['geometry'],,,,,,
148003072,5268,1337AIchihime and Triangle,363.0,PRIYANSHURAI,"['constructive algorithms', 'math']",800.0,,,,,
148003071,5269,819BMister B and PR Shifts,1620.0,fakermm,"['data structures', 'implementation', 'math']",1900.0,,,,,
148003068,5270,1200ECompress Words,1180.0,Rouze,"['brute force', 'hashing', 'implementation', 'string suffix structures', 'strings']",2000.0,,,,,
148003067,5271,630NForecast,1356.0,amaruu,['math'],1300.0,,,,,
148003066,5272,1644BAnti-Fibonacci Permutation,,lijue,"['brute force', 'constructive algorithms', 'implementation']",,,,,,
148003065,5273,1303CPerfect Keyboard,1292.0,rishirajkalita13A,"['dfs and similar', 'greedy', 'implementation']",1600.0,,,,,
148003064,5274,996AHit the Lottery,,master22,"['dp', 'greedy']",800.0,,,,,
148003063,5275,1552GA Serious Referee,,bkifhr9,"['bitmasks', 'brute force', 'dfs and similar', 'sortings']",3000.0,,,,,
148003062,5276,948AProtect Sheep,677.0,Sariful-Sarker,"['brute force', 'dfs and similar', 'graphs', 'implementation']",900.0,,,,,
148003061,5277,114DPetr#,896.0,sabyr,"['data structures', 'hashing', 'string suffix structures', 'strings']",2000.0,,,,,
148003060,5278,1548AWeb of Lies,1256.0,yet_to_be_red,"['brute force', 'graphs', 'greedy']",1400.0,,,,,
148003059,5279,1638BOdd Swap Sort,377.0,2020pcecsayush36,"['data structures', 'math', 'sortings']",1100.0,,,,,
148003058,5280,660CHard Process,,love_cricket,"['binary search', 'dp', 'two pointers']",1600.0,,,,,
148003056,5281,706DVasiliy's Multiset,,vjudge1,"['binary search', 'bitmasks', 'data structures', 'trees']",1800.0,,,,,
148003055,5282,1375ASign Flipping,1056.0,sujan_kumar,"['constructive algorithms', 'math']",1100.0,,,,,
148003054,5283,742AArpa’s hard exam and Mehrdad’s naive cheat,917.0,atends,"['implementation', 'math', 'number theory']",1000.0,,,,,
148003053,5284,1539CStable Groups,1049.0,MGJ0007,"['greedy', 'sortings']",1200.0,,,,,
148003051,5285,515ADrazil and Date,985.0,LetsTryOneMoreTime,['math'],1000.0,,,,,
148003050,5286,279BBooks,744.0,nuruzzamananik,"['binary search', 'brute force', 'implementation', 'two pointers']",1400.0,,,,,
148003047,5287,1547AShortest Path with Obstacle,865.0,Ashish.Singh,"['implementation', 'math']",800.0,,,,,
148003046,5288,1054CCandies Distribution,,Asal._.Zizis,"['constructive algorithms', 'implementation']",1500.0,,,,,
148003045,5289,1606CBanknotes,1106.0,the_crazy_programmer404,"['greedy', 'number theory']",1400.0,,,,,
148003044,5290,339DXenia and Bit Operations,901.0,Sahilsajwan,"['data structures', 'trees']",1700.0,,,,,
148003043,5291,1338BEdge Weight Assignment,1332.0,Radle,"['bitmasks', 'constructive algorithms', 'dfs and similar', 'greedy', 'math', 'trees']",1800.0,,,,,
148003042,5292,1642CGreat Sequence,855.0,GRUNT16,"['greedy', 'sortings']",,,,,,
148003041,5293,266AStones on the Table,,Emran_Sikder,['implementation'],800.0,,,,,
148003040,5294,414BMashmokh and ACM,1022.0,andreyadegterev,"['combinatorics', 'dp', 'number theory']",1400.0,,,,,
148003039,5295,739EGosha is hunting,1267.0,Xu_Hongxi,"['brute force', 'data structures', 'dp', 'flows', 'math', 'probabilities', 'sortings']",3000.0,,,,,
148003038,5296,109ALucky Sum of Digits,1427.0,shresth_jain,"['brute force', 'implementation']",1000.0,,,,,
148003036,5297,1608BBuild the Permutation,348.0,sanjaydbg,"['constructive algorithms', 'greedy']",1200.0,,,,,
148003034,5298,14CFour Segments,1242.0,qhh,"['brute force', 'constructive algorithms', 'geometry', 'implementation', 'math']",1700.0,,,,,
148003033,5299,552BVanya and Books,,bkifhr6,"['implementation', 'math']",1200.0,,,,,
148003032,5300,791ABear and Big Brother,,Mr_N00B_CODER,['implementation'],800.0,,,,,
148003031,5301,1311FMoving Points,,william20020113,"['data structures', 'divide and conquer', 'implementation', 'sortings']",1900.0,,,,,
148003030,5302,1313BDifferent Rules,1404.0,SageMode7,"['constructive algorithms', 'greedy', 'implementation', 'math']",1700.0,,,,,
148003029,5303,1315BHomecoming,1205.0,devansh_0007,"['binary search', 'dp', 'greedy', 'strings']",1300.0,,,,,
148003028,5304,1622CSet or Decrease,1077.0,usib2787,"['binary search', 'brute force', 'greedy', 'sortings']",1600.0,,,,,
148003026,5305,1616BMirror in the String,689.0,ameygodse007,"['greedy', 'strings']",1100.0,,,,,
148003025,5306,1201BZero Array,1171.0,ElectroMaster3,"['greedy', 'math']",1500.0,,,,,
148003024,5307,1592BHemose Shopping,,Olasiliksizci,"['constructive algorithms', 'dsu', 'math', 'sortings']",1200.0,,,,,
148003023,5308,1004ASonya and Hotels,,aau_1413,['implementation'],900.0,,,,,
148003022,5309,230BT-primes,579.0,isayakmondal,"['binary search', 'implementation', 'math', 'number theory']",1300.0,,,,,
148003021,5310,699ALaunch of Collider,1265.0,anket11,['implementation'],1000.0,,,,,
148003019,5311,1638AReverse,1331.0,the_conqueror_,"['constructive algorithms', 'greedy', 'math']",800.0,,,,,
148003018,5312,527DClique Problem,,luogu_bot3,"['data structures', 'dp', 'greedy', 'implementation', 'sortings']",1800.0,,,,,
148003016,5313,124AThe number of positions,,sw2022,['math'],1000.0,,,,,
148003015,5314,112APetya and Strings,765.0,anujadak,"['implementation', 'strings']",800.0,,,,,
148003014,5315,1641AGreat Sequence,,proffl,"['brute force', 'greedy', 'sortings']",,,,,,
148003013,5316,1409BMinimum Product,1156.0,jav_OK,"['brute force', 'greedy', 'math']",1100.0,,,,,
148003012,5317,189ACut Ribbon,1228.0,Mr._Oogway,"['brute force', 'dp']",1300.0,,,,,
148003010,5318,1603ADi-visible Confusion,1224.0,YashNandwana,"['constructive algorithms', 'math', 'number theory']",1300.0,,,,,
148003009,5319,1486C1Guessing the Greatest (easy version),416.0,Axios17,"['binary search', 'interactive']",1600.0,,,,,
148003008,5320,1419D1Sage's Birthday (easy version),924.0,arpitblagan27,"['binary search', 'constructive algorithms', 'greedy', 'sortings']",1000.0,,,,,
148003005,5321,546ASoldier and Bananas,,Aryann65,"['brute force', 'implementation', 'math']",800.0,,,,,
148003004,5322,456ALaptops,,shreyark_pt,['sortings'],1100.0,,,,,
148003003,5323,706DVasiliy's Multiset,,vjudge2,"['binary search', 'bitmasks', 'data structures', 'trees']",1800.0,,,,,
148003002,5324,1624BMake AP,,neha_sane,"['implementation', 'math']",900.0,,,,,
148003001,5325,1165ETwo Arrays and Sum of Functions,,vjudge4,"['greedy', 'math', 'sortings']",1600.0,,,,,
148002999,5326,339CXenia and Weights,1224.0,anandjaiswal,"['constructive algorithms', 'dfs and similar', 'dp', 'graphs', 'greedy', 'shortest paths']",1700.0,,,,,
148002998,5327,835DPalindromic characteristics,1572.0,van_hoang,"['brute force', 'dp', 'hashing', 'strings']",1900.0,,,,,
148002997,5328,1605CDominant Character,1342.0,Legendary_Grand_newbie,"['brute force', 'greedy', 'implementation', 'strings']",1400.0,,,,,
148002996,5329,231ATeam,,IanRyan,"['brute force', 'greedy']",800.0,,,,,
148002994,5330,189ACut Ribbon,1023.0,compisucks121,"['brute force', 'dp']",1300.0,,,,,
148002993,5331,1642CGreat Sequence,,rao_ashwani,"['greedy', 'sortings']",,,,,,
148002992,5332,414BMashmokh and ACM,1022.0,andreyadegterev,"['combinatorics', 'dp', 'number theory']",1400.0,,,,,
148002991,5333,1635DInfinite Set,1152.0,tarakeshpolakolu,"['bitmasks', 'dp', 'math', 'matrices', 'number theory', 'strings']",1800.0,,,,,
148002990,5334,1452ARobot Program,1411.0,IPRIT,['math'],800.0,,,,,
148002989,5335,1419D1Sage's Birthday (easy version),924.0,arpitblagan27,"['binary search', 'constructive algorithms', 'greedy', 'sortings']",1000.0,,,,,
148002988,5336,258DLittle Elephant and Broken Sorting,845.0,SpeMars,"['dp', 'math', 'probabilities']",2600.0,,,,,
148002986,5337,1620DExact Change,1719.0,dirolll,"['brute force', 'constructive algorithms', 'greedy']",2000.0,,,,,
148002985,5338,1635DInfinite Set,1311.0,morning-star,"['bitmasks', 'dp', 'math', 'matrices', 'number theory', 'strings']",1800.0,,,,,
148002984,5339,527DClique Problem,,leaderone,"['data structures', 'dp', 'greedy', 'implementation', 'sortings']",1800.0,,,,,
148002983,5340,739EGosha is hunting,1267.0,Xu_Hongxi,"['brute force', 'data structures', 'dp', 'flows', 'math', 'probabilities', 'sortings']",3000.0,,,,,
148002982,5341,5CLongest Regular Bracket Sequence,1096.0,HHARSHH,"['constructive algorithms', 'data structures', 'dp', 'greedy', 'sortings', 'strings']",1900.0,,,,,
148002980,5342,467CGeorge and Job,1284.0,prajjwal_gupta21,"['dp', 'implementation']",1700.0,,,,,
148002979,5343,617AElephant,,heisenberg253,['math'],800.0,,,,,
148002977,5344,1619ASquare String?,736.0,nestedwindow,"['implementation', 'strings']",800.0,,,,,
148002976,5345,1243CTile Painting,1164.0,FGN06,['number theory'],1500.0,,,,,
148002975,5346,1537AArithmetic Array,970.0,Sattwik,"['greedy', 'math']",800.0,,,,,
148002972,5347,630IParking Lot,,bkifhr8,"['combinatorics', 'math']",1700.0,,,,,
148002971,5348,1315BHomecoming,1205.0,devansh_0007,"['binary search', 'dp', 'greedy', 'strings']",1300.0,,,,,
148002970,5349,279BBooks,744.0,nuruzzamananik,"['binary search', 'brute force', 'implementation', 'two pointers']",1400.0,,,,,
148002969,5350,236ABoy or Girl,,QusaiB,"['brute force', 'implementation', 'strings']",800.0,,,,,
148002968,5351,493CVasya and Basketball,,19125122_hptthong,"['binary search', 'brute force', 'data structures', 'implementation', 'sortings', 'two pointers']",1600.0,,,,,
148002967,5352,1200ECompress Words,1180.0,Rouze,"['brute force', 'hashing', 'implementation', 'string suffix structures', 'strings']",2000.0,,,,,
148002966,5353,254ACards with Numbers,1065.0,hiyabhatt2002,"['constructive algorithms', 'sortings']",1200.0,,,,,
148002965,5354,1642CGreat Sequence,855.0,GRUNT16,"['greedy', 'sortings']",,,,,,
148002963,5355,1054CCandies Distribution,1054.0,asal.jahanshiri,"['constructive algorithms', 'implementation']",1500.0,,,,,
148002964,5356,952AQuirky Quantifiers,,demonboy69,['math'],800.0,,,,,
148002962,5357,545DQueue,,bkifhr6,"['greedy', 'implementation', 'sortings']",1300.0,,,,,
148002961,5358,1028AFind Square,423.0,Gauranga_108,['implementation'],800.0,,,,,
148002960,5359,1631AMin Max Swap,1572.0,Vampire_Questt,['greedy'],800.0,,,,,
148002959,5360,43AFootball,,garvit0428,['strings'],1000.0,,,,,
148002958,5361,1638AReverse,,Seemant1234,"['constructive algorithms', 'greedy', 'math']",800.0,,,,,
148002957,5362,439CDevu and Partitioning of the Array,360.0,Dontugiveup,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",1700.0,,,,,
148002956,5363,1199BWater Lily,781.0,Junaid_123,"['geometry', 'math']",1000.0,,,,,
148002955,5364,71AWay Too Long Words,,Farisgolden,['strings'],800.0,,,,,
148002954,5365,1201BZero Array,1171.0,ElectroMaster3,"['greedy', 'math']",1500.0,,,,,
148002953,5366,912ATricky Alchemy,1671.0,Megurine,['implementation'],800.0,,,,,
148002952,5367,1520F1Guess the K-th Zero (Easy version),894.0,nikhil...,"['binary search', 'interactive']",1600.0,,,,,
148002951,5368,459APashmak and Garden,737.0,THE_EXPERT_chaudhary,['implementation'],1200.0,,,,,
148002949,5369,414BMashmokh and ACM,1022.0,andreyadegterev,"['combinatorics', 'dp', 'number theory']",1400.0,,,,,
148002948,5370,466EInformation Graph,1210.0,KevinBaby,"['dfs and similar', 'dsu', 'graphs', 'trees']",2100.0,,,,,
148002947,5371,474AKeyboard,805.0,jersey_8,['implementation'],900.0,,,,,
148002945,5372,1556CCompressed Bracket Sequence,,Rahul42081,"['brute force', 'implementation']",1800.0,,,,,
