Submission_Id,Problem Name,User_Rating,User_Name,Tags,Problem_Rating,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
148002864,1511BGCD Length,1115.0,_nandini,"['constructive algorithms', 'math', 'number theory']",1100.0,,,,,
148002863,526DOm Nom and Necklace,1219.0,Jia_Zhengkun,"['hashing', 'string suffix structures', 'strings']",2200.0,,,,,
148002862,114DPetr#,896.0,sabyr,"['data structures', 'hashing', 'string suffix structures', 'strings']",2000.0,,,,,
148002861,1585BArray Eversion,972.0,CnohtyPC,['greedy'],900.0,,,,,
148002860,118AString Task,489.0,raiden02,"['implementation', 'strings']",1000.0,,,,,
148002859,231ATeam,,IanRyan,"['brute force', 'greedy']",800.0,,,,,
148002858,706DVasiliy's Multiset,,bkifhr9,"['binary search', 'bitmasks', 'data structures', 'trees']",1800.0,,,,,
148002856,1102AInteger Sequence Dividing,,vjudge1,['math'],800.0,,,,,
148002855,1102CDoors Breaking and Repairing,,vjudge2,['games'],1200.0,,,,,
148002854,1345BCard Constructions,1130.0,jakkalagirish,"['binary search', 'brute force', 'dp', 'math']",1100.0,,,,,
148002851,1623ARobot Cleaner,2187.0,SoiMae,"['brute force', 'implementation', 'math']",800.0,,,,,
148002850,459APashmak and Garden,737.0,THE_EXPERT_chaudhary,['implementation'],1200.0,,,,,
148002849,1350BOrac and Models,1019.0,moyifan,"['dp', 'math', 'number theory']",1400.0,,,,,
148002848,1644DCross Coloring,883.0,fakeid999,"['data structures', 'implementation', 'math']",,,,,,
148002847,791ABear and Big Brother,,himanshuop,['implementation'],800.0,,,,,
148002846,71AWay Too Long Words,,ashutosh887,['strings'],800.0,,,,,
148002845,200BDrinks,,harshu_2001,"['implementation', 'math']",800.0,,,,,
148002842,414BMashmokh and ACM,1022.0,andreyadegterev,"['combinatorics', 'dp', 'number theory']",1400.0,,,,,
148002841,313CIlya and Matrix,1748.0,SoundWave,"['constructive algorithms', 'greedy', 'implementation', 'sortings']",1400.0,,,,,
148002840,1475AOdd Divisor,742.0,kumar.hk,"['math', 'number theory']",900.0,,,,,
148002839,1452ARobot Program,1411.0,IPRIT,['math'],800.0,,,,,
148002837,230BT-primes,579.0,isayakmondal,"['binary search', 'implementation', 'math', 'number theory']",1300.0,,,,,
148002836,4AWatermelon,,x-Nur,"['brute force', 'math']",800.0,,,,,
148002835,566DRestructuring Company,,songqian,"['data structures', 'dsu']",1900.0,,,,,
148002833,1463ADungeon,939.0,codeToCompete,"['binary search', 'math']",1100.0,,,,,
148002832,158ANext Round,,mohamadia8787,"['*special', 'implementation']",800.0,,,,,
148002831,112APetya and Strings,,siddhar100,"['implementation', 'strings']",800.0,,,,,
148002828,158ANext Round,,vishal_8848,"['*special', 'implementation']",800.0,,,,,
148002827,1539CStable Groups,1049.0,MGJ0007,"['greedy', 'sortings']",1200.0,,,,,
148002826,550CDivisibility by Eight,1117.0,Varnika_hotwani,"['brute force', 'dp', 'math']",1500.0,,,,,
148002825,2BThe least round way,1440.0,EigenvectorNotNullSpace,"['dp', 'math']",2000.0,,,,,
148002824,1638AReverse,,Savva228,"['constructive algorithms', 'greedy', 'math']",800.0,,,,,
148002823,1593AElections,582.0,sahilf637,['math'],800.0,,,,,
148002822,1603ADi-visible Confusion,1224.0,YashNandwana,"['constructive algorithms', 'math', 'number theory']",1300.0,,,,,
148002821,464EThe Classic Problem,1416.0,locsey,"['data structures', 'graphs', 'shortest paths']",3000.0,,,,,
148002820,1337AIchihime and Triangle,363.0,PRIYANSHURAI,"['constructive algorithms', 'math']",800.0,,,,,
148002819,148AInsomnia cure,,white_princess,"['constructive algorithms', 'implementation', 'math']",800.0,,,,,
148002817,1452ARobot Program,1411.0,IPRIT,['math'],800.0,,,,,
148002818,1350BOrac and Models,,bkifhr10,"['dp', 'math', 'number theory']",1400.0,,,,,
148002816,1642AHard Way,1053.0,bhargav0105,['geometry'],,,,,,
148002815,365AGood Number,,Ebraheem_Ahmed,['implementation'],1100.0,,,,,
148002814,1311FMoving Points,,william20020113,"['data structures', 'divide and conquer', 'implementation', 'sortings']",1900.0,,,,,
148002813,1560BWho's Opposite?,832.0,raju_cu16,['math'],800.0,,,,,
148002812,1250LDivide The Students,1439.0,ratnesh_tiwari,"['binary search', 'greedy', 'math']",1500.0,,,,,
148002811,1332AExercising Walk,1160.0,asifalim,"['greedy', 'implementation', 'math']",1100.0,,,,,
148002810,1537AArithmetic Array,970.0,Sattwik,"['greedy', 'math']",800.0,,,,,
148002809,1245BRestricted RPS,1024.0,rockstar_an,"['constructive algorithms', 'dp', 'greedy']",1200.0,,,,,
148002808,1315BHomecoming,1205.0,devansh_0007,"['binary search', 'dp', 'greedy', 'strings']",1300.0,,,,,
148002806,144AArrival of the General,,Ankushkumar11903,['implementation'],800.0,,,,,
148002805,1525APotion-making,1516.0,OO7,"['math', 'number theory']",800.0,,,,,
148002804,414BMashmokh and ACM,1022.0,andreyadegterev,"['combinatorics', 'dp', 'number theory']",1400.0,,,,,
148002803,1603ADi-visible Confusion,1224.0,YashNandwana,"['constructive algorithms', 'math', 'number theory']",1300.0,,,,,
148002802,1365BTrouble Sort,939.0,aryamantodkar,"['constructive algorithms', 'implementation']",1300.0,,,,,
148002800,1419D1Sage's Birthday (easy version),924.0,arpitblagan27,"['binary search', 'constructive algorithms', 'greedy', 'sortings']",1000.0,,,,,
148002798,1154ARestoring Three Numbers,,Swanand_28,['math'],800.0,,,,,
148002797,1174CEhab and a Special Coloring Problem,1165.0,sambhrant_07,"['constructive algorithms', 'number theory']",1300.0,,,,,
148002795,4AWatermelon,,Alok.Sinh,"['brute force', 'math']",800.0,,,,,
148002794,732ABuy a Shovel,738.0,bhavesh01,"['brute force', 'constructive algorithms', 'implementation', 'math']",800.0,,,,,
148002793,1102CDoors Breaking and Repairing,853.0,shh0212,['games'],1200.0,,,,,
148002792,1605CDominant Character,,vidwansAD,"['brute force', 'greedy', 'implementation', 'strings']",1400.0,,,,,
148002791,1642CGreat Sequence,,rao_ashwani,"['greedy', 'sortings']",,,,,,
148002789,923BProducing Snow,,Rencj,"['binary search', 'data structures']",1600.0,,,,,
148002788,1641AGreat Sequence,,obadaa.masri,"['brute force', 'greedy', 'sortings']",,,,,,
148002787,1110AParity,788.0,nanyad,['math'],900.0,,,,,
148002786,1613ALong Comparison,431.0,Rushywood,"['implementation', 'math']",900.0,,,,,
148002785,1638BOdd Swap Sort,,sam_2001,"['data structures', 'math', 'sortings']",1100.0,,,,,
148002784,1642AHard Way,868.0,RMAS,['geometry'],,,,,,
148002783,231ATeam,,HEMANTHSABBISETTI,"['brute force', 'greedy']",800.0,,,,,
148002782,1642BPower Walking,1278.0,osy0436,['greedy'],,,,,,
148002781,432AChoosing Teams,,DhruvMalik07,"['greedy', 'implementation', 'sortings']",800.0,,,,,
148002779,1637ASorting Parts,,AC_ZWL,"['brute force', 'sortings']",800.0,,,,,
148002778,1316BString Modification,1288.0,RNAB100,"['brute force', 'constructive algorithms', 'implementation', 'sortings', 'strings']",1400.0,,,,,
148002776,1638AReverse,605.0,ssbhardwaj,"['constructive algorithms', 'greedy', 'math']",800.0,,,,,
148002773,808BAverage Sleep Time,1170.0,Dhara_Harsora,"['data structures', 'implementation', 'math']",1300.0,,,,,
148002771,1631EPaint the Middle,1621.0,Vlad.cpp,"['greedy', 'greedy', 'sortings', 'two pointers']",2200.0,,,,,
148002770,1151CProblem for Nazar,1685.0,Biaz,"['constructive algorithms', 'math']",1800.0,,,,,
148002769,1635CDifferential Sorting,1596.0,leecat2001a,"['constructive algorithms', 'greedy']",1200.0,,,,,
148002768,577BModulo Sum,1398.0,laybxc,"['combinatorics', 'data structures', 'dp', 'two pointers']",1900.0,,,,,
148002765,330CPurification,1182.0,tshikhar_20,['matrices'],1500.0,,,,,
148002763,1606AAB Balance,674.0,humayunkabir,['strings'],900.0,,,,,
148002762,266AStones on the Table,,keitachikawa,['implementation'],800.0,,,,,
148002761,1559BMocha and Red and Blue,922.0,vishalrana,"['dp', 'greedy']",900.0,,,,,
148002759,989CA Mist of Florescence,1468.0,Joseph1314,"['constructive algorithms', 'graphs']",1800.0,,,,,
148002760,1333DChallenges in school №41,1716.0,baddog,"['brute force', 'constructive algorithms', 'games', 'graphs', 'greedy', 'implementation', 'sortings']",2100.0,,,,,
148002758,486ACalculating Function,,Abubakr2007,"['implementation', 'math']",800.0,,,,,
148002757,923BProducing Snow,,Rencj,"['binary search', 'data structures']",1600.0,,,,,
148002756,1520F1Guess the K-th Zero (Easy version),894.0,nikhil...,"['binary search', 'interactive']",1600.0,,,,,
148002755,1172ANauuo and Cards,,bkifhr6,"['greedy', 'implementation']",1800.0,,,,,
148002752,1311BWeirdSort,1642.0,xietianyi2.0,"['dfs and similar', 'sortings']",1200.0,,,,,
148002751,1257BMagic Stick,372.0,bl4ckfr0zt,['math'],1000.0,,,,,
148002750,35AShell Game,570.0,Shahidul_islam_shanto,['implementation'],1000.0,,,,,
148002748,864EFire,,echr,"['dp', 'sortings']",2000.0,,,,,
148002747,732ABuy a Shovel,738.0,bhavesh01,"['brute force', 'constructive algorithms', 'implementation', 'math']",800.0,,,,,
148002746,1485AAdd and Divide,931.0,MRrai111,"['brute force', 'greedy', 'math', 'number theory']",1000.0,,,,,
148002745,1201CMaximum Median,1143.0,het_CE,"['binary search', 'greedy', 'math', 'sortings']",1400.0,,,,,
148002744,50ADomino piling,638.0,shakeer_04,"['greedy', 'math']",800.0,,,,,
148002742,1622CSet or Decrease,1077.0,usib2787,"['binary search', 'brute force', 'greedy', 'sortings']",1600.0,,,,,
148002741,451AGame With Sticks,956.0,SatvikSingh,['implementation'],900.0,,,,,
148002740,454BLittle Pony and Sort by Shift,364.0,rishabhdeen,['implementation'],1200.0,,,,,
148002736,1512GShort Task,2131.0,jk-jung,"['brute force', 'dp', 'math', 'number theory']",1700.0,,,,,
148002735,1635CDifferential Sorting,1596.0,leecat2001a,"['constructive algorithms', 'greedy']",1200.0,,,,,
148002734,612CReplace To Make Regular Bracket Sequence,,bkifhr9,"['data structures', 'expression parsing', 'math']",1400.0,,,,,
148002733,456ALaptops,,shreyark_pt,['sortings'],1100.0,,,,,
148002732,1486C1Guessing the Greatest (easy version),1281.0,ujjvalsaini,"['binary search', 'interactive']",1600.0,,,,,
148002731,706DVasiliy's Multiset,,bkifhr10,"['binary search', 'bitmasks', 'data structures', 'trees']",1800.0,,,,,
148002730,365AGood Number,,Ebraheem_Ahmed,['implementation'],1100.0,,,,,
148002729,1630BRange and Partition,1900.0,zhanghengrui,"['binary search', 'constructive algorithms', 'data structures', 'greedy', 'two pointers']",1800.0,,,,,
148002728,948AProtect Sheep,677.0,Sariful-Sarker,"['brute force', 'dfs and similar', 'graphs', 'implementation']",900.0,,,,,
148002726,1594CMake Them Equal,1006.0,shivamojha1422000,"['brute force', 'greedy', 'math', 'strings']",1200.0,,,,,
148002724,11AIncreasing Sequence,,vjudge5,"['constructive algorithms', 'implementation', 'math']",900.0,,,,,
148002723,1209DCow and Snacks,1520.0,CODER_DKT,"['dfs and similar', 'dsu', 'graphs']",1700.0,,,,,
148002722,791ABear and Big Brother,,koviroli,['implementation'],800.0,,,,,
148002721,557AIlya and Diplomas,1130.0,B.Shahrom,"['greedy', 'implementation', 'math']",1100.0,,,,,
148002720,1440BSum of Medians,1357.0,hhhhhl,"['greedy', 'math']",900.0,,,,,
148002719,1545BAquaMoon and Chess,456.0,display_,"['combinatorics', 'math']",1900.0,,,,,
148002718,1644DCross Coloring,883.0,fakeid999,"['data structures', 'implementation', 'math']",,,,,,
148002717,144AArrival of the General,989.0,Myth64,['implementation'],800.0,,,,,
148002716,1641CAnonymity Is Important,1799.0,raashidanwar,"['binary search', 'brute force', 'data structures', 'dsu', 'greedy', 'sortings']",,,,,,
148002715,1391CCyclic Permutations,1078.0,dvaravind,"['combinatorics', 'dp', 'graphs', 'math']",1500.0,,,,,
148002714,71AWay Too Long Words,,ashutosh887,['strings'],800.0,,,,,
148002713,1543AExciting Bets,973.0,Prashant_10434,"['greedy', 'math', 'number theory']",900.0,,,,,
148002712,61AUltra-Fast Mathematician,,dev227,['implementation'],800.0,,,,,
148002710,"505CMr. Kitayuta, the Treasure Hunter",1068.0,Micheal0105,"['dfs and similar', 'dp', 'two pointers']",1900.0,,,,,
148002709,1632CStrange Test,,macongsheng,"['binary search', 'bitmasks', 'brute force', 'dp', 'math']",1600.0,,,,,
148002708,1598BGroups,,ahgnuoy,"['brute force', 'implementation']",1000.0,,,,,
148002707,1592AGamer Hemose,,Marco_Lau,"['binary search', 'greedy', 'math', 'sortings']",800.0,,,,,
148002706,112APetya and Strings,,AlexG13,"['implementation', 'strings']",800.0,,,,,
148002705,50ADomino piling,793.0,shubhambodake4545,"['greedy', 'math']",800.0,,,,,
148002704,488AGiga Tower,830.0,Idris_Kamoliddinov,['brute force'],1100.0,,,,,
148002703,771ABear and Friendship Condition,1496.0,alialsuleman,"['dfs and similar', 'dsu', 'graphs']",1500.0,,,,,
148002702,1601AArray Elimination,724.0,s_manan,"['bitmasks', 'greedy', 'math', 'number theory']",1300.0,,,,,
148002701,791ABear and Big Brother,,himanshuop,['implementation'],800.0,,,,,
148002699,1369BAccurateLee,938.0,hygosavi9834,"['greedy', 'implementation', 'strings']",1200.0,,,,,
148002698,991CCandies,878.0,LaoMang,"['binary search', 'implementation']",1500.0,,,,,
148002697,1594BSpecial Numbers,1031.0,V9vek,"['bitmasks', 'math']",1100.0,,,,,
148002696,1199BWater Lily,781.0,Junaid_123,"['geometry', 'math']",1000.0,,,,,
148002694,1486C1Guessing the Greatest (easy version),1083.0,mkPacman4243,"['binary search', 'interactive']",1600.0,,,,,
148002692,1593AElections,582.0,sahilf637,['math'],800.0,,,,,
148002689,706DVasiliy's Multiset,,bkifhr7,"['binary search', 'bitmasks', 'data structures', 'trees']",1800.0,,,,,
148002686,1641AGreat Sequence,,obadaa.masri,"['brute force', 'greedy', 'sortings']",,,,,,
148002685,59AWord,,paone55,"['implementation', 'strings']",800.0,,,,,
148002684,1471CStrange Birthday Party,1101.0,ComeOn_1826,"['brute force', 'greedy', 'sortings']",1300.0,,,,,
148002683,158ANext Round,,Barghouthi,"['*special', 'implementation']",800.0,,,,,
148002681,808BAverage Sleep Time,1170.0,Dhara_Harsora,"['data structures', 'implementation', 'math']",1300.0,,,,,
148002680,791ABear and Big Brother,844.0,luqman_hussaini,['implementation'],800.0,,,,,
148002679,1603ADi-visible Confusion,1113.0,bhaskar_11,"['constructive algorithms', 'math', 'number theory']",1300.0,,,,,
148002678,988BSubstrings Sort,352.0,santo-sh,"['sortings', 'strings']",1100.0,,,,,
148002677,1627CNot Assigning,1487.0,swapnilvc,"['constructive algorithms', 'dfs and similar', 'number theory', 'trees']",1400.0,,,,,
148002676,1486C1Guessing the Greatest (easy version),416.0,Axios17,"['binary search', 'interactive']",1600.0,,,,,
148002674,363BFence,1028.0,somildhi,"['brute force', 'dp']",1100.0,,,,,
148002673,318AEven Odds,,premnarhar.harshe,['math'],900.0,,,,,
148002672,5CLongest Regular Bracket Sequence,956.0,ujjwal8076,"['constructive algorithms', 'data structures', 'dp', 'greedy', 'sortings', 'strings']",1900.0,,,,,
148002668,1326D2Prefix-Suffix Palindrome (Hard version),1363.0,ILHOM_45,"['binary search', 'greedy', 'hashing', 'string suffix structures', 'strings']",1800.0,,,,,
148002667,1059BForgery,,luogu_bot1,['implementation'],1300.0,,,,,
148002666,1530FBingo,1765.0,LFCode_Chtholly,"['bitmasks', 'combinatorics', 'dp', 'math', 'probabilities']",2600.0,,,,,
148002665,1283AMinutes Before the New Year,,divyanshi_agarwal,['math'],800.0,,,,,
148002664,1442AExtreme Subtraction,1447.0,apcc_25,"['constructive algorithms', 'dp', 'greedy']",1800.0,,,,,
148002662,1638BOdd Swap Sort,,thelegendary08,"['data structures', 'math', 'sortings']",1100.0,,,,,
148002661,545DQueue,,vjudge2,"['greedy', 'implementation', 'sortings']",1300.0,,,,,
148002660,630NForecast,1356.0,amaruu,['math'],1300.0,,,,,
148002658,1625CRoad Optimization,1413.0,robell,['dp'],1700.0,,,,,
148002657,1469BRed and Blue,1625.0,Jair314,"['dp', 'greedy']",1000.0,,,,,
148002655,451AGame With Sticks,956.0,SatvikSingh,['implementation'],900.0,,,,,
148002654,1315BHomecoming,1205.0,devansh_0007,"['binary search', 'dp', 'greedy', 'strings']",1300.0,,,,,
148002651,230ADragons,1228.0,cloudycopter,"['greedy', 'sortings']",1000.0,,,,,
148002650,1561CDeep Down Below,1253.0,ShahNawaz,"['binary search', 'greedy', 'sortings']",1300.0,,,,,
148002649,1579ACasimir's String Solitaire,757.0,ankit_satwik,"['math', 'strings']",800.0,,,,,
148002648,144AArrival of the General,,Ankushkumar11903,['implementation'],800.0,,,,,
148002647,1607DBlue-Red Permutation,755.0,025_vikashkumar,"['greedy', 'math', 'sortings']",1300.0,,,,,
148002646,1391CCyclic Permutations,1078.0,dvaravind,"['combinatorics', 'dp', 'graphs', 'math']",1500.0,,,,,
148002645,1525APotion-making,,amal_777,"['math', 'number theory']",800.0,,,,,
148002644,443AAnton and Letters,,notzaidkhan,"['constructive algorithms', 'implementation']",800.0,,,,,
148002643,71AWay Too Long Words,,ze2,['strings'],800.0,,,,,
148002642,433BKuriyama Mirai's Stones,1239.0,Mohd_Faisal,"['dp', 'implementation', 'sortings']",1200.0,,,,,
148002641,1632CStrange Test,1078.0,himanshupat95,"['binary search', 'bitmasks', 'brute force', 'dp', 'math']",1600.0,,,,,
148002640,180CLetter,1178.0,Stylebender_Eagle,['dp'],1400.0,,,,,
148002639,1552GA Serious Referee,1622.0,CodingJellyfish,"['bitmasks', 'brute force', 'dfs and similar', 'sortings']",3000.0,,,,,
148002637,1244DPaint the Tree,1495.0,Murot_06,"['brute force', 'constructive algorithms', 'dp', 'graphs', 'implementation', 'trees']",1800.0,,,,,
148002636,158ANext Round,,mohamadia8787,"['*special', 'implementation']",800.0,,,,,
148002635,131AcAPS lOCK,870.0,MissKhurana,"['implementation', 'strings']",1000.0,,,,,
148002634,25AIQ test,379.0,ShaimaaElbakary,['brute force'],1300.0,,,,,
148002633,665CSimple Strings,985.0,Sankalp-29,"['dp', 'greedy', 'strings']",1300.0,,,,,
148002632,1624APlus One on the Subset,,paras4321,['math'],800.0,,,,,
148002631,1472CLong Jumps,668.0,SRI_SUNDARAN_13,"['dp', 'graphs']",1100.0,,,,,
148002629,1644DCross Coloring,883.0,fakeid999,"['data structures', 'implementation', 'math']",,,,,,
148002628,1303BNational Project,1269.0,Mohamed_sa3d,['math'],1400.0,,,,,
148002626,365AGood Number,,Ebraheem_Ahmed,['implementation'],1100.0,,,,,
148002625,266BQueue at the School,,Dumbeldore27,"['constructive algorithms', 'graph matchings', 'implementation', 'shortest paths']",800.0,,,,,
148002624,1635CDifferential Sorting,2377.0,Solashiro,"['constructive algorithms', 'greedy']",1200.0,,,,,
148002622,467CGeorge and Job,1284.0,prajjwal_gupta21,"['dp', 'implementation']",1700.0,,,,,
148002620,192AFunky Numbers,653.0,jaioff02,"['binary search', 'brute force', 'implementation']",1300.0,,,,,
148002619,141AAmusing Joke,,xakep8,"['implementation', 'sortings', 'strings']",800.0,,,,,
148002617,1102AInteger Sequence Dividing,,bkifhr9,['math'],800.0,,,,,
148002614,1552GA Serious Referee,,vjudge3,"['bitmasks', 'brute force', 'dfs and similar', 'sortings']",3000.0,,,,,
148002611,923BProducing Snow,,Rencj,"['binary search', 'data structures']",1600.0,,,,,
148002609,1644ADoors and Keys,1254.0,usx20131,['implementation'],,,,,,
148002606,1367CSocial Distance,1182.0,Yxywwwww,"['constructive algorithms', 'greedy', 'math']",1300.0,,,,,
148002605,1359BNew Theatre Square,867.0,jasonpogi,"['brute force', 'dp', 'greedy', 'implementation', 'two pointers']",1000.0,,,,,
148002603,221BLittle Elephant and Numbers,1005.0,pandey_ritiki,['implementation'],1300.0,,,,,
148002602,144AArrival of the General,,Ankushkumar11903,['implementation'],800.0,,,,,
148002600,1537BBad Boy,858.0,hemant_18singh,"['constructive algorithms', 'greedy', 'math']",900.0,,,,,
148002599,1637BMEX and Array,946.0,SNEH_PATEL,"['brute force', 'dp', 'greedy', 'math']",1100.0,,,,,
148002598,1452ARobot Program,1411.0,IPRIT,['math'],800.0,,,,,
148002597,665CSimple Strings,,guojiamei,"['dp', 'greedy', 'strings']",1300.0,,,,,
148002595,231ATeam,,Rushi_1520,"['brute force', 'greedy']",800.0,,,,,
148002594,1638AReverse,,Savva228,"['constructive algorithms', 'greedy', 'math']",800.0,,,,,
148002593,1455BJumps,756.0,tushirsahu30,"['constructive algorithms', 'math']",1200.0,,,,,
148002592,236ABoy or Girl,,ikhlasmohammed,"['brute force', 'implementation', 'strings']",800.0,,,,,
148002590,958B1Maximum Control (easy),937.0,Alijon_Azizov_2010,['implementation'],1000.0,,,,,
148002589,451AGame With Sticks,,nikita25,['implementation'],900.0,,,,,
148002588,1486C1Guessing the Greatest (easy version),1083.0,mkPacman4243,"['binary search', 'interactive']",1600.0,,,,,
148002585,112APetya and Strings,,siddhar100,"['implementation', 'strings']",800.0,,,,,
148002584,791ABear and Big Brother,,koviroli,['implementation'],800.0,,,,,
148002583,1359BNew Theatre Square,867.0,jasonpogi,"['brute force', 'dp', 'greedy', 'implementation', 'two pointers']",1000.0,,,,,
148002582,313BIlya and Queries,,chetanchoudhary597,"['dp', 'implementation']",1100.0,,,,,
148002581,758AHoliday Of Equality,,Ankur_Tiwari__,"['implementation', 'math']",800.0,,,,,
148002580,437CThe Child and Toy,1284.0,prajjwal_gupta21,"['graphs', 'greedy', 'sortings']",1400.0,,,,,
148002579,486CPalindrome Transformation,1218.0,laxmi_kanth,"['brute force', 'greedy', 'implementation']",1700.0,,,,,
148002578,1642AHard Way,1022.0,Tahmid406,['geometry'],,,,,,
148002577,1635DInfinite Set,1491.0,Rodionno,"['bitmasks', 'dp', 'math', 'matrices', 'number theory', 'strings']",1800.0,,,,,
148002576,355AVasya and Digital Root,1045.0,nritt_ik,"['constructive algorithms', 'implementation']",1100.0,,,,,
148002574,192AFunky Numbers,653.0,jaioff02,"['binary search', 'brute force', 'implementation']",1300.0,,,,,
148002575,1102BArray K-Coloring,576.0,carrycarry,"['greedy', 'sortings']",1400.0,,,,,
148002572,1642DRepetitions Decoding,1497.0,KushBansal,"['constructive algorithms', 'sortings']",,,,,,
148002571,1530FBingo,1765.0,LFCode_Chtholly,"['bitmasks', 'combinatorics', 'dp', 'math', 'probabilities']",2600.0,,,,,
148002570,793DPresents in Bankopolis,1228.0,dddfw,"['dp', 'graphs', 'shortest paths']",2100.0,,,,,
148002569,1644DCross Coloring,1273.0,1_Hypex_,"['data structures', 'implementation', 'math']",,,,,,
148002567,118BPresent from Lena,1137.0,mxo-1,"['constructive algorithms', 'implementation']",1000.0,,,,,
148002566,1493DGCD of an Array,906.0,Tdyx,"['brute force', 'data structures', 'hashing', 'implementation', 'math', 'number theory', 'sortings', 'two pointers']",2100.0,,,,,
148002565,1642CGreat Sequence,1561.0,spashal,"['greedy', 'sortings']",,,,,,
148002563,1343BBalanced Array,611.0,Kushalvardhan,"['constructive algorithms', 'math']",800.0,,,,,
148002564,285CBuilding Permutation,1115.0,Huehuehue277353,"['greedy', 'implementation', 'sortings']",1200.0,,,,,
148002562,1642CGreat Sequence,1186.0,aaannn,"['greedy', 'sortings']",,,,,,
148002561,1539DPriceFixed,1464.0,real_akhil,"['binary search', 'greedy', 'implementation', 'sortings', 'two pointers']",1600.0,,,,,
148002560,1277DLet's Play the Words?,1472.0,Murphy-Orangemud,"['data structures', 'hashing', 'implementation', 'math']",1900.0,,,,,
148002559,467AGeorge and Accommodation,,Bayzid123,['implementation'],800.0,,,,,
148002558,1337AIchihime and Triangle,1336.0,theneek14,"['constructive algorithms', 'math']",800.0,,,,,
148002557,127AWasted Time,,vjudge1,['geometry'],900.0,,,,,
148002556,112APetya and Strings,,_Ravij,"['implementation', 'strings']",800.0,,,,,
148002555,1635CDifferential Sorting,1434.0,shubhamchandra,"['constructive algorithms', 'greedy']",1200.0,,,,,
148002553,1358BMaria Breaks the Self-isolation,1048.0,amanverma6528240,"['greedy', 'sortings']",1000.0,,,,,
148002549,793DPresents in Bankopolis,1228.0,dddfw,"['dp', 'graphs', 'shortest paths']",2100.0,,,,,
148002551,1335DAnti-Sudoku,1141.0,code_hobby,"['constructive algorithms', 'implementation']",1300.0,,,,,
148002550,1311FMoving Points,,vjudge4,"['data structures', 'divide and conquer', 'implementation', 'sortings']",1900.0,,,,,
148002546,991CCandies,878.0,LaoMang,"['binary search', 'implementation']",1500.0,,,,,
148002545,1605CDominant Character,881.0,_bverma512,"['brute force', 'greedy', 'implementation', 'strings']",1400.0,,,,,
148002544,255AGreg's Workout,766.0,Heisenburg-120,['implementation'],800.0,,,,,
148002543,706BInteresting drink,742.0,rai_abhishek7,"['binary search', 'dp', 'implementation']",1100.0,,,,,
148002542,451AGame With Sticks,956.0,SatvikSingh,['implementation'],900.0,,,,,
148002541,739EGosha is hunting,1267.0,Xu_Hongxi,"['brute force', 'data structures', 'dp', 'flows', 'math', 'probabilities', 'sortings']",3000.0,,,,,
148002538,1619CWrong Addition,1124.0,_akshay_2902_,['implementation'],1200.0,,,,,
148002537,1486C1Guessing the Greatest (easy version),1281.0,ujjvalsaini,"['binary search', 'interactive']",1600.0,,,,,
148002536,1622CSet or Decrease,1077.0,usib2787,"['binary search', 'brute force', 'greedy', 'sortings']",1600.0,,,,,
148002535,1303CPerfect Keyboard,1416.0,rishirajkalita13,"['dfs and similar', 'greedy', 'implementation']",1600.0,,,,,
148002534,1110AParity,788.0,nanyad,['math'],900.0,,,,,
148002533,508BAnton and currency you all know,1072.0,Raghav_03,"['greedy', 'math', 'strings']",1300.0,,,,,
148002531,1359BNew Theatre Square,867.0,jasonpogi,"['brute force', 'dp', 'greedy', 'implementation', 'two pointers']",1000.0,,,,,
148002528,519BA and B and Compilation Errors,833.0,TPuniya,"['data structures', 'implementation', 'sortings']",1100.0,,,,,
148002527,1492BCard Deck,1145.0,Takaii,"['data structures', 'greedy', 'math']",1100.0,,,,,
148002525,414BMashmokh and ACM,1022.0,andreyadegterev,"['combinatorics', 'dp', 'number theory']",1400.0,,,,,
148002524,1552GA Serious Referee,1622.0,CodingJellyfish,"['bitmasks', 'brute force', 'dfs and similar', 'sortings']",3000.0,,,,,
148002523,830AOffice Keys,1598.0,dd_07,"['binary search', 'brute force', 'dp', 'greedy', 'sortings']",1800.0,,,,,
148002521,263ABeautiful Matrix,,doraemon_love_AA,['implementation'],800.0,,,,,
148002520,1343DConstant Palindrome Sum,1723.0,Jekuper,"['brute force', 'data structures', 'greedy', 'two pointers']",1700.0,,,,,
148002519,1561ASimply Strange Sort,846.0,obada_,"['brute force', 'implementation', 'sortings']",800.0,,,,,
148002518,236ABoy or Girl,,Harshitkaushik,"['brute force', 'implementation', 'strings']",800.0,,,,,
148002512,958B1Maximum Control (easy),937.0,Alijon_Azizov_2010,['implementation'],1000.0,,,,,
148002511,1509AAverage Height,1399.0,Dinh_Quang_Huy,['constructive algorithms'],800.0,,,,,
148002510,1613ALong Comparison,431.0,Rushywood,"['implementation', 'math']",900.0,,,,,
148002509,1367BEven Array,,Chirag_Gupta_57,"['greedy', 'math']",800.0,,,,,
148002508,1638AReverse,,Savva228,"['constructive algorithms', 'greedy', 'math']",800.0,,,,,
148002504,1066BHeaters,1212.0,ekeshwarj5,"['greedy', 'two pointers']",1500.0,,,,,
148002503,1644DCross Coloring,1323.0,BhavyaKawatra13,"['data structures', 'implementation', 'math']",,,,,,
148002502,550CDivisibility by Eight,1117.0,Varnika_hotwani,"['brute force', 'dp', 'math']",1500.0,,,,,
